1	SE DIRIGE EN RELACION A OBRAS QUE DAÑAN SITIO ARQUEOLOGICO Y DUNAS DE MANCHAN, CASMA, ANCASH. 	1
2	SOLICITA INSTALACION DE UN PUENTE NUEVO EN PUNTA MORENO-GRAN CHIMU LA LIBERTAD , ( RIO CHICAMA) . 	1
3	REITERA SOLICITUD DE INFORMACION DE MANERA DOCUMENTADA RESPECTO A LA LICENCIA DE CONDUCIR N° Q07000696, CALSE Y CATEGORIA AII DEL SR. JULIAN DAVID DAVILA PIZARRO	1
4	SE DIRIGE EN RELACION A PROYECTO DE LEY DE PRESUPUESTO DEL SECTOR PUBLICO PARA EL AÑO 2017. 	1
5	SOLICITUD DE INFORMACIÓN EN REFERENCIA A LA COCESION DE LA AUTOPISTA DEL SOL TRUJILLO SULLANA	1
6	SOLICITA SE LE INFORME Y REMITA CON CARACTER DE URGENTE LOS DATOS DE LA RED VIAL DEPARTAMENTAL DE ANCASH DONDE SE ESPECIFIQUE LA SITUACION DE VIAS  Y OTROS . 	1
7	SOLICITA INCLUIR PARTIDA EN EL PRESUPUESTO 2017 PARA EJECUCION DEL PIP-SNIP N° 2300496" MEJORAMIENTO DEL BORDE COSTERO DE LOS BALNEARIOS DE LAS DELICIAS, BUENOS AIRES Y HUANCHACO 	1
8	SOLICITA REMITIR INFORME DETALLADO SOBRE SOLICITUD DE MEJORAMIENTO  DE LOS SERVICIOS DE TRANSITABILIDAD  DEL CAMINO VECINAL  EN EL TAMBO ,  DE LA MUNICIPALIDAD PROVINCIAL DE CUTERVO. 	1
9	SOLICITA INFORME DE TRANFERENCIA DE GESTION ELABORADO POR LA COMISION DESIGNADA PARA TAL EFECTO. 	1
10	SOLICITA REUNION DE TRABAJO.	1
11	PRESIDENTE DE LA COMISION ESPECIAL-REF. OFICIO N° 1493-2016-MTC/10.07 REF. A SOLICITUD DE AMPLIACION DE PLAZO PARA PRESENTAR INFORMACION REQUERIDA MEDIANTE D.S. N° 115-2016-EF,  COMUNICAN QUE LO REQUERIDO DEBERA SER PRESENTADO EN UN PLAZO MAXIMO DE 15 DIAS HABILES REF. D.S N° 115-2016-EF .RC. 1897501.	1
12	SOLICITA UNA RELACION DETALLADA DE LOS MONTOS INVERTIDOS EN EL SECTOR POR PROPAGANDA Y PUBLICIDAD ENTRE EL PERIODO AGOSTO 2011 Y JULIO 2016. 	1
13	SOLICOITA INFORMACION, SOBRE EL CUMPLIMIENTO DE LA LEY N° 29207, ARTICULO 1 - INCISO G - CONSTRUCCION DE VIA FERREA CERRO DE PASCO - PUCALLPA.  	1
14	FISCALIA DE LA NACIÓN SOLICITA  REMISIÓN DE INFORMACIÓN CARPETA FISCAL 414-2015	1
15	SOLICITA UNA AUDIENCIA, EN RELACION A PREOCUPACION POR LOS DESPIDOS LABORALES EN EL MINISTERIO DE TRANSPORTES Y COMUNICACIONES. 	1
16	COMUNICA EL PEDIDO DE INFORMACION SOLICITADO AL MINISTERIO DE CULTURA ACERCA DEL ATENTADO COMETIDO POR LA EMPRESA AZTECA COMUNICACIONES PERU POR TRABAJOS REALIZADOS EN ZONA ARQUEOLOGICA DE MANCHAN	1
17	TERCERA VICEPRESIDENCIA-SOLICITA INCLUIR EN PRESUPUESTO 2017 LOS PROYECTOS DE INVERSION CONSIDERADOS EMBLEMATICOS PARA LA REGION DE LA LIBERTAD. LOS QUE DEBERAN SER ENVIADOS A MAS TARDAR EL 30 DE AGOSTO AL CONGRESO DE LA REPUBLICA   SEGUN RELACION PIP ADJUNTA .  	1
18	SOLICITA CITA EN SU DESPACHO DE MINISTERIAL. EN RELACION A PREOCUPACION POR EL DESARROLLO DEL PLAN MAESTRO DEL AEROPUERTO DE HUANCHACO. 	1
19	REITERA SOLICITUD DE INFORMACION SI LA EMPRESA SERVICIOS OPERATIVOS DEL SUR SRL CUENTA CON AUTORIZACION PARA EMITIR CERTIFICADOS DE INSPECCION TECNICO VEHICULAR EN LA CIUDAD DE TACNA	1
20	COMUNICA PREOCUPACION POR LA PROBLEMATICA SURGIDA EN CASMA DEBIDO A LOS TRABAJOS QUE VIENE REALIZANDO LA EMPRESA AZTECA COMUNICACIONES S.A.C.COMO PARTE DE LA EJECUCION DEL PROYECTO RED DORSAL NACIONAL DE FIBRA OPTICA.  	1
21	TERCERA VICEPRESIDENTE-CGR - REF. OFICIOS N° 142, 338, 376, 606-2016-MTC/02,  SOLICITA CON EL CARACTER DE URGENTE REMITA UN INFORME DETALLADO SOBRE EL ESTADO DEL PROYECTO" REGENERACION DEL BORDE COSTERO DE LOS BALNEARIOS DE LAS DELICIAS, BUENOS AIRES Y HUANCHACO " EN EL QUE SE PRECISE LAS ACCIONES ADOPTADAS  Y OTROS , A SU VEZ SOLICITA UNA CITA A FIN DE TRATAR LO EXPUESTO . 	1
22	SOLICITA INFORMACION, REF. AL PIP "MEJORAMIENTO DEL BORDE COSTERO DE LOS BALNEARIOS DE LAS DELICIAS, BUENOS AIRES Y HUANCHACO. 	1
23	EXPRESA SALUDOS Y FELICITACIONES POR LA RECIENTE DESIGNACION DEL CARGO DE MINISTRO. 	1
24	SE DIRIGE EN RELACION A SOLICITUD DE INFORMACION RELACIONADA AL CONTRATO DE FIDEICOMISO EN ADMINISTRACION "FIDEICOMISO PRIVADO NUEVO AERODROMO PARA LA ESCUELA DE AVIACION CIVIL". 	1
25	SOLICITA SE LE INFORME CON URGENCIA Y SE LE REMITA INFORMACION TECNICA Y FINANCIERA REF. AL PROCESO DE SELECCION DE LA EJECUCION Y SUPERVISION DEL PROYECTO" CONSTRUCCION DE LA VIA DE EVITAMIENTO" DE CHIMBOTE-REGION ANCASH . 	1
26	REITERA SOLICITUD SOBRE DESIGNACION DE REPRESENTANTES ANTE LA COMISION ESPECIAL QUE REPRESETNA AL ESTADO EN CONTROVERSIAS INTERNACIONALES DE INVERSION Y ELABORACION DE INFORME TECNICO LEGAL . RC .601915696	1
27	SOLICITA INFORMACION, ACERCA DE LA INVESTIGACION A  WILLIAM ALBERTO RAMIREZ ATOCHE - INFORMACION: FECHA DE ASIGNACION DE COMPUTADORA MARCA HP MODELO ELITE ONE 800 Y OTROS. 	1
28	SOLICITA APOYO CON FINANCIAMIENTO PARA LA EJECUCION DEL PIP CON SNIP N° 282707 POR EL MONTO DE  S/. 9 745 690.38 EN EL DISTRITO DE AMBO REGION HUANUCO . 	1
29	TRASLADA EL DOC. DEL ALCALDE DE LA MUNICIPALIDAD DISTRITAL DE IMAZA - CHIRIACO, AMAZONAS EN RELACION A INSTALACION DE ANTENA. 	1
30	SOLICITA INFORME SOBRE EL ESTADO ACTUAL DE LOS SIGUIENTES PIPS : SEGUN SNIP N° 2284485, 2285730, 2266061, 2042771, Y 2320457 SEGUN TEMA: MEJORAMIENTO DE LA CARRETERA EMP PE-3S(DV ABANCAY)-CHUQUIBAMBILLA-DV-CHALHUAHUACHO-SANTO TOMAS-VEULLE-YAURI-HECTOR TEJADA-EMP. PE-3S(AYAVIRI) POR NIVELES DE SERVICIO . ENTRE OTROS. 	1
